record_number,count,country,site,date,Month,time,location,latitude,longitude,ring size,ring no.,status,mig,english,french,scientific,age,sex,fat,muscle,wing,weight,bp,moult,ringer,bill skull,tarsus,tail,bill feather,bill nostril,bill+head,other bio,notes,PJ moult,wing point,2nd =,emarginate,OGC,Blood sample no.,Feather sample,Tape used,,RINGERS' KEY
4083,1,GH,Kogyae,02/03/2010,Mar,0705,Kogyae Forest Dam,7.308333333,-1.1675,C,T000048,N,.,Leaflove,Bulbul à queue rousse,Pyrrhurus scandens,FG,.,0,3,113,49.2,.,Moult,SD,,,,,,,,,,,,,,,,,,
4084,1,GH,Kogyae,02/03/2010,Mar,0710,Kogyae Forest Dam,7.308333333,-1.1675,C,T000049,N,.,African Thrush,Merle africain,Turdus pelios,5,.,0,2,121,61,.,All Old,RT,,,,,,,,,,,,,,,,,,
3787,1,GH,Kogyae,02/03/2010,Mar,0820,Kogyae Forest Dam,7.308333333,-1.1675,B,R000123,N,.,Whistling Cisticola,Cisticole siffleuse,Cisticola lateralis,FG,.,0,3,70,19,.,All New,SD,,,,,,,,,,,,,,,,,,
3958,1,GH,Kogyae,02/03/2010,Mar,0830,Kogyae Forest Dam,7.308333333,-1.1675,CC,S001580,N,.,Common Bulbul,Bulbul des jardins,Pycnonotus barbatus,FG/ ?IMM,.,0,2,97,37.7,.,All Old,RT,,,,,,,,,,,,,,,,,,
3959,1,GH,Kogyae,02/03/2010,Mar,0905,Kogyae Forest Dam,7.308333333,-1.1675,CC,S001581,N,.,Common Bulbul,Bulbul des jardins,Pycnonotus barbatus,FG,.,0,2,93,36,.,All Old,SD,,,,,,,,,,,,,,,,,,
3960,1,GH,Kogyae,02/03/2010,Mar,1020,Kogyae Forest Dam,7.308333333,-1.1675,CC,S001582,N,.,Common Bulbul,Bulbul des jardins,Pycnonotus barbatus,FG,.,0,2,95,38.6,.,All Old,RT,,,,,,,,,,,,,,,,,,
2415,1,GH,Kogyae,02/03/2010,Mar,1100,Kogyae Forest Dam,7.308333333,-1.1675,A,P000221,N,.,Grey-backed Camaroptera,Camaroptère à tête grise,Camaroptera brachyura,FG,.,1,2,58,10.8,.,All New,SD,,,,,,,,,,,,,,,,,,
1634,1,GH,Kogyae,03/03/2010,Mar,10.35,Kogyae Forest Dam,7.308333333,-1.1675,AA,N00374,N,.,Senegal Eremomela,Érémomèle à dos vert,Eremomela pusilla,FG,.,1,3,50,7.4,.,,EMP,,,,,,,,,,,,,,,,,,
4085,1,GH,Kogyae,03/03/2010,Mar,0720,Kogyae Forest Dam,7.308333333,-1.1675,C,T000050,N,.,African Thrush,Merle africain,Turdus pelios,6,.,0,2,117,77.6,.,,EMP,,,,,,,,,,,,,,,,,,
2416,1,GH,Kogyae,03/03/2010,Mar,0730,Kogyae Forest Dam,7.308333333,-1.1675,A,P000222,N,.,Red-bellied Paradise Flycatcher,Tchitrec à ventre roux,Terpsiphone rufiventer,FG,.,0,2,81,14.4,.,All Old,RT,,,,,,,,,,,,,,,,,,
4194,1,GH,Kogyae,03/03/2010,Mar,0740,Kogyae Forest Dam,7.308333333,-1.1675,So,V000049,N,.,African Pygmy Kingfisher,Martin-pêcheur pygmée,Ceyx pictus,FG,.,1,3,52,10.8,.,All New,RT,,,,,,,,,,,,,,,,,,
4195,1,GH,Kogyae,03/03/2010,Mar,0740,Kogyae Forest Dam,7.308333333,-1.1675,So,V000050,N,.,African Pygmy Kingfisher,Martin-pêcheur pygmée,Ceyx pictus,FG,.,1,3,50,10.6,.,All New,RT,,,,,,,,,,,,,,,,,,
4196,1,GH,Kogyae,03/03/2010,Mar,0955,Kogyae Forest Dam,7.308333333,-1.1675,So,V000051,N,.,African Pygmy Kingfisher,Martin-pêcheur pygmée,Ceyx pictus,IMM,.,0,3,50,10.6,.,Moult,EMP,,,,,,,,,,,,,,,,,,
4086,1,GH,Kogyae,03/03/2010,Mar,1035,Kogyae Forest Dam,7.308333333,-1.1675,C,T000051,N,.,African Thrush,Merle africain,Turdus pelios,5,.,1,2,115,63.8,.,All Old,EMP,,,,,,,,,,,,,,,,,,
4087,1,GH,Kogyae,03/03/2010,Mar,1035,Kogyae Forest Dam,7.308333333,-1.1675,C,T000052,N,.,African Thrush,Merle africain,Turdus pelios,6,.,1,2,127,67.8,.,All New,RT,,,,,,,,,,,,,,,,,,
3965,1,GH,Kogyae,04/03/2010,Mar,1810,Kogyae Forest Dam,7.308333333,-1.1675,CC,S001587,N,.,Fork-tailed Drongo,Drongo brillant,Dricurus adsimilis,FG,.,0,2,137,44.5,.,All Old,RT,,,,,,,,,,,,,,,,,,
4306,1,GH,Nsuatre,30/11/2010,Nov,0720,Old Roadside,7.41449,-2.4844,B+,M01216,N,.,Black-necked Weaver,Tisserin à cou noir,Ploceus nigricollis,FG,M,0,2,75,24.9,.,,EMP,,,,,,,,,,,,,,,,,,
4740,1,GH,Nsuatre,30/11/2010,Nov,0725,Old Roadside,7.41449,-2.4844,CC,S001670,N,.,Snowy-crowned Robin Chat,Cossyphe à calotte neigeuse,Cossypha niveicapilla,FG,.,0,1,103,33.5,.,,CJO,,,,,,,Blood taken,,,,,,,1,,,,
4307,1,GH,Nsuatre,30/11/2010,Nov,0735,Old Roadside,7.41449,-2.4844,B+,M01217,N,.,Black-necked Weaver,Tisserin à cou noir,Ploceus nigricollis,FG,M,1,2,75,26.9,.,,CJO,,,,,,,,,,,,,,,,,,
4681,1,GH,Nsuatre,30/11/2010,Nov,0740,Old Roadside,7.41449,-2.4844,B,R004516,N,.,Little Greenbul,Bulbul verdâtre,Andropadus virens,FG,.,2,2,78,22.3,.,,EMP,,,,,,,,,,,,,,,,,,
4308,1,GH,Nsuatre,30/11/2010,Nov,0750,Old Roadside,7.41449,-2.4844,B+,M01218,N,.,Black-necked Weaver,Tisserin à cou noir,Ploceus nigricollis,FG,F,0,3,77,26.9,4,5555000000,CJO,,,,,,,,,,,,,,,,,,
4365,1,GH,Nsuatre,30/11/2010,Nov,0750,Old Roadside,7.41449,-2.4844,AA,N00507,N,.,Bronze Mannikin,Capucin nonnette,Spermestes cucullatus,Juv,.,1,1,49,7.9,.,,EMP,,,,,,,,,,,,,,,,,,
4499,1,GH,Nsuatre,30/11/2010,Nov,0750,Old Roadside,7.41449,-2.4844,A,P000424,N,Mig,Common Nightingale,Rossignol philomèle,Luscinia megarhynchos,4,.,0,1,85,19.1,.,,CMH,,27.1 MIN,71mm,,,,,,,,,,,2?,feathers taken,,,
4309,1,GH,Nsuatre,30/11/2010,Nov,0800,Old Roadside,7.41449,-2.4844,B+,M01219,N,.,Black-necked Weaver,Tisserin à cou noir,Ploceus nigricollis,FG,M,2,3,79,26.8,.,,EMP,,,,,,,,,,,,,,,,,,
4500,1,GH,Nsuatre,30/11/2010,Nov,0800,Old Roadside,7.41449,-2.4844,A,P000425,N,.,Blue-billed Firefinch,Amarante foncé,Lagonosticta rubricata,FG,.,0,2,49,10.4,.,5500000000,CJO,,,,,,,,,,,,,,,,,,
4501,1,GH,Nsuatre,30/11/2010,Nov,0810,Old Roadside,7.41449,-2.4844,A,P000426,N,.,Yellow White-eye,Zostérops jaune,Zosterops senegalensis,FG,.,0,1,55,-,.,5541555321,EMP,,,,,,,,,,,,,,,,,,
4310,1,GH,Nsuatre,30/11/2010,Nov,0830,Old Roadside,7.41449,-2.4844,B+,M01220,N,.,Baumann's Greenbul,Bulbul de baumann,Phyllastrephus baumanni,FG,.,0,2,-,24.5,.,,CJO,,,,,,,,only identified after release. Originally identified as Andropadus gracilirostris,,,,,,,,,,
4311,1,GH,Nsuatre,30/11/2010,Nov,0830,Old Roadside,7.41449,-2.4844,B+,M01221,N,.,Baumann's Greenbul,Bulbul de baumann,Phyllastrephus baumanni,FG,.,0,1,-,30,.,,CMH,,,,,,,,only identified after release; originally identified as Andropadus gracilirostris,,,,,,,,,,
4502,1,GH,Nsuatre,30/11/2010,Nov,0830,Old Roadside,7.41449,-2.4844,A,P000427,N,.,Red-headed Quelea,Travailleur à tête rouge,Quelea erythrops,FG,.,2,2,59,15.2,.,,EMP,,,,,,,,,,,,,,,,,,
4366,1,GH,Nsuatre,30/11/2010,Nov,0900,Old Roadside,7.41449,-2.4844,AA,N00508,N,.,Orange-cheeked Waxbill,Astrild à joues oranges,Estrilda melpoda,Juv,.,2,1,48,7.3,.,,CJO,,,,,,,,,,,,,,,,,,
4367,1,GH,Nsuatre,30/11/2010,Nov,0900,Old Roadside,7.41449,-2.4844,AA,N00509,N,.,Blue-billed Firefinch,Amarante foncé,Lagonosticta rubricata,FG,.,1,1,49,9.5,.,,EMP,,,,,,,,,,,,,,,,,,
4503,1,GH,Nsuatre,30/11/2010,Nov,0900,Old Roadside,7.41449,-2.4844,A,P000428,N,Mig,Melodious Warbler,Hippolais polyglotte,Hippolais polyglotta,2,.,2,1,67,9.8,.,,CJO,,,,,,,P1=PC+5.5,,,WP=3(4),2=6/7,E=5(6),,3?,feathers taken,,,
4369,1,GH,Nsuatre,30/11/2010,Nov,0920,Old Roadside,7.41449,-2.4844,AA,N00510,N,.,Orange-cheeked Waxbill,Astrild à joues oranges,Estrilda melpoda,FG,.,1,1,47,7.1,.,,EMP,,,,,,,,,,,,,,,,,,
4682,1,GH,Nsuatre,30/11/2010,Nov,0930,Old Roadside,7.41449,-2.4844,B,R004517,N,.,Red-faced Cisticola,Cisticole à face rousse,Cisticola erythrops,FG,.,1,3,58,16.3,.,,EMP,,,,,,,,,,,,,,,,,,
4683,1,GH,Nsuatre,30/11/2010,Nov,0935,Old Roadside,7.41449,-2.4844,B,R004518,N,.,Black-necked Weaver,Tisserin à cou noir,Ploceus nigricollis,FG,F,1,2,75,23.6,.,5555555000,CMH,,,,,,,,,,,,,,,,,,
4312,1,GH,Nsuatre,30/11/2010,Nov,0945,Old Roadside,7.41449,-2.4844,B+,M01222,N,.,Little Greenbul,Bulbul verdâtre,Andropadus virens,FG,.,0,2,81,25.9,.,555/000005/5555554210,CMH,,,,,,,,,,,,,,,,,,
4504,1,GH,Nsuatre,30/11/2010,Nov,0945,Old Roadside,7.41449,-2.4844,A,P000429,N,.,Red-faced Cisticola,Cisticole à face rousse,Cisticola erythrops,FG,.,0,2,52,14,.,0000000000,CMH,,,,,,,,,,,,,,,,,,
4684,1,GH,Nsuatre,30/11/2010,Nov,0945,Old Roadside,7.41449,-2.4844,B,R004519,N,.,Black-necked Weaver,Tisserin à cou noir,Ploceus nigricollis,FG,M,0,1,76,24.6,.,,EMP,,,,,,,,old injury to lower breast,,,,,,,,,,
4370,1,GH,Nsuatre,30/11/2010,Nov,0950,Old Roadside,7.41449,-2.4844,AA,N00511,N,.,Olive Sunbird,Souimanga olivâtre de l'Ouest,Cyanomitra olivacea,FG,.,0,1,61,9.2,.,4431000000,CMH,,,,,,,,,,,,,,,,,,
4505,1,GH,Nsuatre,30/11/2010,Nov,0950,Old Roadside,7.41449,-2.4844,A,P000430,N,.,Grey-backed Camaroptera,Camaroptère à tête grise,Camaroptera brachyura,FG,.,0,1,54.5,11.9,.,,EMP,,,,,,,,,,,,,,,,,,
4313,1,GH,Nsuatre,30/11/2010,Nov,1000,Old Roadside,7.41449,-2.4844,B+,M01223,N,.,Black-necked Weaver,Tisserin à cou noir,Ploceus nigricollis,FG,M,1,1,82,27.9,.,550055/5555555500,EMP,,,,,,,,,,,,,,,,,,
4802,1,GH,Nsuatre,30/11/2010,Nov,1030,Old Roadside,7.41449,-2.4844,So,V000070,N,.,African Pygmy Kingfisher,Martin-pêcheur pygmée,Ceyx pictus,FG,.,2,2,54,12,.,,CJO,,,,,,,,,,,,,,,,,,
4314,1,GH,Nsuatre,30/11/2010,Nov,1040,Old Roadside,7.41449,-2.4844,B+,M01224,N,.,Little Greenbul,Bulbul verdâtre,Andropadus virens,FG,.,1,2,78,21.3,.,100/000000/5505000003,CJO,,,,,,,,,,,,,,,,,,
4506,1,GH,Nsuatre,30/11/2010,Nov,1040,Old Roadside,7.41449,-2.4844,A,P000431,N,.,Green Crombec,Crombec vert,Sylvietta virens,FG,.,1,2,51,8.8,.,152001/5555555520,EMP,,,,,,,,,,,,,,,,,,
4507,1,GH,Nsuatre,30/11/2010,Nov,1040,Old Roadside,7.41449,-2.4844,A,P000432,N,Mig,Pied Flycatcher,Gobemouche noir,Ficedula hypoleuca,3,F,0,1,78,11.4,.,,CMH,,,,,,,,,,,,,,,feathers taken,,,
4371,1,GH,Nsuatre,30/11/2010,Nov,1110,Old Roadside,7.41449,-2.4844,AA,N00512,N,.,Collared Sunbird,Souimanga à collier,Hedydipna collaris,FG,F,0,2,47,6.9,.,,EMP,,,,,,,,,,,,,,,,,,
4508,1,GH,Nsuatre,30/11/2010,Nov,1110,Old Roadside,7.41449,-2.4844,A,P000433,N,.,Grey-backed Camaroptera,Camaroptère à tête grise,Camaroptera brachyura,FG,.,1,2,58,12.3,.,4432000000,CJO,,,,,,,,,,,,,,,,,,
4686,1,GH,Nsuatre,30/11/2010,Nov,1110,Old Roadside,7.41449,-2.4844,B,R004521,N,.,Black-necked Weaver,Tisserin à cou noir,Ploceus nigricollis,FG,F,1,1,75,24,5,,EMP,,,,,,,,,,,,,,,,,,
4315,1,GH,Nsuatre,30/11/2010,Nov,1150,Old Roadside,7.41449,-2.4844,B+,M01225,N,.,Little Greenbul,Bulbul verdâtre,Andropadus virens,FG,.,2,1,77,25.5,.,555/004555/5555555555,CJO,,,,,,,,,,,,,,,,,,
4509,1,GH,Nsuatre,30/11/2010,Nov,1150,Old Roadside,7.41449,-2.4844,A,P000434,N,.,Blue-billed Firefinch,Amarante foncé,Lagonosticta rubricata,FG,M,1,2,49,10.3,.,,EMP,,,,,,,,,,,,,,,,,,
4372,1,GH,Nsuatre,02/12/2010,Dec,0730,Old Roadside,7.41449,-2.4844,AA,N00513,N,.,Olive Sunbird,Souimanga olivâtre de l'Ouest,Cyanomitra olivacea,FG,.,1,2,60,10.2,.,151/000002/5552100000,EMP,,,,,,,,,,,,,,,,,,
4783,1,GH,Nsuatre,02/12/2010,Dec,0730,Old Roadside,7.41449,-2.4844,C,T000097,N,.,Blue-spotted Wood Dove,Tourtelette améthystine,Turtur afer,FG,.,0,1,115,62,.,,CMH,,,,,,,,First year bird with one retained secondary,,,,,,,,,,
4373,1,GH,Nsuatre,02/12/2010,Dec,0805,Old Roadside,7.41449,-2.4844,AA,N00514,N,.,Blue-billed Firefinch,Amarante foncé,Lagonosticta rubricata,FG,.,1,3,47,10.4,.,000/000001/5552000000,EMP,,,,,,,,,,,,,,,,,,
4374,1,GH,Nsuatre,02/12/2010,Dec,0805,Old Roadside,7.41449,-2.4844,AA,N00515,N,.,Green Crombec,Crombec vert,Sylvietta virens,FG,.,0,2,49,8.2,.,,CJO,,,,,,,,,,,,,,,,,,
4285,1,GH,Nsuatre,02/12/2010,Dec,0810,Old Roadside,7.41449,-2.4844,D2,D00627,N,.,Yellowbill,Malcoha à bec jaune,Ceuthmochares aereus,FG,.,1,1,124,60.9,.,,EMP,,,,,,,,,,,,,,,,,,
4510,1,GH,Nsuatre,02/12/2010,Dec,0810,Old Roadside,7.41449,-2.4844,A,P000435,N,Mig,Garden Warbler,Fauvette des jardins,Sylvia borin,2(4),.,1,1,77,16.9,.,,CMH,,,,,,,,"left wing 2, inner PP replaced",,,,,,4,feathers taken,,,
4685,1,GH,Nsuatre,02/12/2010,Dec,0835,Old Roadside,7.41449,-2.4844,B,R004520,N,.,Little Greenbul,Bulbul verdâtre,Andropadus virens,FG,.,0,1,77,26.3,.,0000455000,CMH,,,,,,,,,,,,,,,,,,
4687,1,GH,Nsuatre,02/12/2010,Dec,0835,Old Roadside,7.41449,-2.4844,B,R004522,N,.,Little Greenbul,Bulbul verdâtre,Andropadus virens,FG,.,1,2,81,26,.,,EMP,,,,,,,,,,,,,,,,,,
4511,1,GH,Nsuatre,02/12/2010,Dec,0910,Old Roadside,7.41449,-2.4844,A,P000436,N,Mig,Garden Warbler,Fauvette des jardins,Sylvia borin,4,.,0,2,79,16,.,,CMH,,,,,,,,"very worn old PP, tertials and rectrices",,,,,,5,feathers taken,,,
4688,1,GH,Nsuatre,02/12/2010,Dec,0910,Old Roadside,7.41449,-2.4844,B,R004523,N,.,Little Greenbul,Bulbul verdâtre,Andropadus virens,FG,.,2,2,81,26.7,.,,EMP,,,,,,,,,,,,,,,,,,
4316,1,GH,Nsuatre,02/12/2010,Dec,0915,Old Roadside,7.41449,-2.4844,B+,M01226,N,.,Little Greenbul,Bulbul verdâtre,Andropadus virens,FG,.,0,1,82,24.9,.,,CMH,,,,,,,,,,,,,,,,,,
4375,1,GH,Nsuatre,02/12/2010,Dec,0920,Old Roadside,7.41449,-2.4844,AA,N00516,N,.,Collared Sunbird,Souimanga à collier,Hedydipna collaris,FG,M,1,2,53,-,.,,EMP,,,,,,,,,,,,,,,,,,
4512,1,GH,Nsuatre,02/12/2010,Dec,0920,Old Roadside,7.41449,-2.4844,A,P000437,N,.,Blue-billed Firefinch,Amarante foncé,Lagonosticta rubricata,Juv,.,1,2,49,9.7,.,,EMP,,,,,,,,,,,,,,,,,,
4689,1,GH,Nsuatre,02/12/2010,Dec,0920,Old Roadside,7.41449,-2.4844,B,R004524,N,.,Little Greenbul,Bulbul verdâtre,Andropadus virens,FG,.,0,1,82,27.2,.,000/200055/000003003V,EMP,,,,,,,,,,,,,,,,,,
4787,,GH,Nsuatre,08/03/2011,Mar,0745,Old Roadside,7.41449,-2.4844,C,T002001,N,.,Brown-crowned Tchagra,Tchagra à tête brune,Tchagra australis,FG, ,0,3,75,39.3,BP=4 re-feathering,V5V/55055/50055555VV,EMP,,,tail moult,,,,,,,,,,,,,,,
4714,,GH,Nsuatre,08/03/2011,Mar,0750,Old Roadside,7.41449,-2.4844,B,R004549,N,.,? Red-collared Widowbird,? Euplecte veuve-noire,? Euplectes ardens,FG,F,3,2,63,18.5,.,"no moult, all new feathers",MFH,,,,,,,,,,,,,,,,,,
4607,,GH,Nsuatre,08/03/2011,Mar,0800,Old Roadside,7.41449,-2.4844,A,P007005,N,.,Grey-backed Camaroptera,Camaroptère à tête grise,Camaroptera brachyura,FG,.,0,3,54,10.9,.,,MFH,,,,,,,,,,,,,,,,,,
4240,,GH,Nsuatre,08/03/2011,Mar,0805,Old Roadside,7.41449,-2.4844,A,L438973,C,Mig,Garden Warbler,Fauvette des jardins,Sylvia borin,4,.,1,2,80,17.6,.,body moult,EMP,,,,,,,,NH Museum London SW7,,,,,,6,feathers taken,,,
4608,,GH,Nsuatre,08/03/2011,Mar,0805,Old Roadside,7.41449,-2.4844,A,P007006,N,Mig,Garden Warbler,Fauvette des jardins,Sylvia borin,4,.,1,2,85,18.7,.,"body moult, all rem and rec fresh",MFH,,,,,,,,,,,,,,8,feathers taken,,,
4437,,GH,Nsuatre,08/03/2011,Mar,0815,Old Roadside,7.41449,-2.4844,AA,N00578,N,.,Olive-bellied Sunbird,Souimanga à ventre olive,Cinnyris chloropygius,Ad,M,0,3,48,5.2,.,,EMP,,,,,,,,,,,,,,,,,,
4609,,GH,Nsuatre,08/03/2011,Mar,0815,Old Roadside,7.41449,-2.4844,A,P007007,N,Mig,European Reed Warbler,Rousserolle effarvatte,Acrocephalus scirpaceus,4,.,5,2,66,11.8,.,,CJO,17.6,,,11.4mm,,,notch = 12mm,,,3,,3(4),,7,feathers taken,,,
4438,,GH,Nsuatre,08/03/2011,Mar,0835,Old Roadside,7.41449,-2.4844,AA,N00579,N,.,Bronze Mannikin,Capucin nonnette,Spermestes cucullatus,Ad,.,0,2,50,8.3,.,"no moult, all new feathers",EMP,,,,,,,,,,,,,,,,,,
4257,,GH,Nsuatre,08/03/2011,Mar,0835,Old Roadside,7.41449,-2.4844,A,P000433,R,.,Grey-backed Camaroptera,Camaroptère à tête grise,Camaroptera brachyura,FG,.,0,2,57,11.7,.,"no moult, all new feathers",MFH,,,,,,,,feathers taken,,,,,,,feathers taken,,,
4610,,GH,Nsuatre,08/03/2011,Mar,0835,Old Roadside,7.41449,-2.4844,A,P007008,N,Mig,European Reed Warbler,Rousserolle effarvatte,Acrocephalus scirpaceus,4,.,1,1,69,10,.,,CJO,19.3MM,,,13.9,,,notch = 12.5,,,3,,,,9,feathers taken,,,
4788,,GH,Nsuatre,08/03/2011,Mar,0840,Old Roadside,7.41449,-2.4844,C,T002002,N,.,Blue-spotted Wood Dove,Tourtelette améthystine,Turtur afer,FG,.,1,2,112,65.8,.,000/0000555551/553200000,MFH,,,,,,,,,,,,,,,,,,
4789,,GH,Nsuatre,08/03/2011,Mar,0845,Old Roadside,7.41449,-2.4844,C,T002003,N,.,Simple Leaflove,Bulbul modeste,Chlorocichla simplex,Ad,.,0,2,100,44.6,.,120/000001/5430000000,EMP,,,,,,,,,,,,,,,,,,
4805,,GH,Nsuatre,08/03/2011,Mar,0850,Old Roadside,7.41449,-2.4844,So,V000073,N,.,African Pygmy Kingfisher,Martin-pêcheur pygmée,Ceyx pictus,Ad,.,0,3,50,.,.,,MFH,,,,,,,,,,,,,,,,,,
4745,,GH,Nsuatre,08/03/2011,Mar,0855,Old Roadside,7.41449,-2.4844,CC,S001675,N,.,Snowy-crowned Robin Chat,Cossyphe à calotte neigeuse,Cossypha niveicapilla,Ad,.,0,2,106,32.6,.,"no moult, all new feathers",CJO,,,,,,,,,,,,,,,,,,
4243,,GH,Nsuatre,08/03/2011,Mar,0905,Old Roadside,7.41449,-2.4844,B+,M01224,R,.,Little Greenbul,Bulbul verdâtre,Andropadus virens,Ad,F,1,3,76,21.6,BP = 4,"no moult, all old feathers",EMP,,,,,,,,,,,,,,,,,,
4266,,GH,Nsuatre,08/03/2011,Mar,0905,Old Roadside,7.41449,-2.4844,B,R004524,R,.,Little Greenbul,Bulbul verdâtre,Andropadus virens,Ad,M,0,2,82,.,CP?,550/000555/5555550500,CJO,,,,,,,,,,,,,,,,,,
4715,,GH,Nsuatre,08/03/2011,Mar,0905,Old Roadside,7.41449,-2.4844,B,R004550,N,.,Little Greenbul,Bulbul verdâtre,Andropadus virens,Ad,F,0,2,73,22.9,BP=2,555/000055/5555555555,MFH,,,,,,,,,,,,,,,,,,
4611,,GH,Nsuatre,08/03/2011,Mar,0945,Old Roadside,7.41449,-2.4844,A,P007009,N,Mig,European Reed Warbler,Rousserolle effarvatte,Acrocephalus scirpaceus,4,.,2,1,70,-,.,,EMP,,,,,,,,,,,,,,,,,,
4612,,GH,Nsuatre,08/03/2011,Mar,0945,Old Roadside,7.41449,-2.4844,A,P007010,N,Mig,European Reed Warbler,Rousserolle effarvatte,Acrocephalus scirpaceus,4,.,1,1,68,11.2,.,"no moult, all new feathers",EMP,18.5mm,,,12.4mm,,,,NZ=12.4mm,,3,04-May,3(4),,10,,,,
4613,,GH,Nsuatre,08/03/2011,Mar,0950,Old Roadside,7.41449,-2.4844,A,P007011,N,.,Red-winged Warbler,Fauvette à ailes rousses,Heliolais erythropterus,Ad,.,1,3,52,11.4,.,005/004555/0000000000,MFH,,,,,,,,Adult non-breeding,,,,,,,feathers taken,,,
4614,,GH,Nsuatre,08/03/2011,Mar,1000,Old Roadside,7.41449,-2.4844,A,P007012,N,Mig,Garden Warbler,Fauvette des jardins,Sylvia borin,4,.,2,1,81,17.5,.,"no moult, all new, body moult",EMP,,,,,,,,,,,,,,11,,,,
4746,,GH,Nsuatre,08/03/2011,Mar,1025,Old Roadside,7.41449,-2.4844,CC,S001676,N,.,Vieillot's Black Weaver,Tisserin noir ,Ploceus nigerrimus,Ad,(M),3,3,85,36.4,BP,"no moult, all new feathers",EMP,,,,,,,,,,,,,,,,,,
4466,,GH,Nsuatre,08/03/2011,Mar,1035,Old Roadside,7.41449,-2.4844,AA,N00580,N,.,Green Crombec,Crombec vert,Sylvietta virens,Ad,.,0,3,47,6.9,.,,CJO,,,,,,,,feathers taken,,,,,,,feathers taken,,,
4806,,GH,Nsuatre,08/03/2011,Mar,1035,Old Roadside,7.41449,-2.4844,So,V000074,N,.,African Pygmy Kingfisher,Martin-pêcheur pygmée,Ceyx pictus,Ad,.,0,3,53,11.3,.,"no moult, all new feathers",EMP,,,,,,,,,,,,,,,,,,
4615,,GH,Nsuatre,08/03/2011,Mar,1045,Old Roadside,7.41449,-2.4844,A,P007013,N,.,Red-winged Warbler,Fauvette à ailes rousses,Heliolais erythropterus,Ad,.,0,2,56,13.5,.,,CJO,,,,,,,,adult non-breeding; feathers taken,,,,,,,feathers taken,,,
4717,,GH,Nsuatre,08/03/2011,Mar,1045,Old Roadside,7.41449,-2.4844,B,R004551,N,.,Lesser Honeyguide,Petit indicateur,Indicator minor,FG,.,0,3,87,27.6,.,,EMP,,,,,,,,,,,,,,,,,,
4439,,GH,Nsuatre,08/03/2011,Mar,1055,Old Roadside,7.41449,-2.4844,AA,N00581,N,.,Red-cheeked Wattle-eye,Pririt de Blissett,Dyaphorophyia blissetti,Ad,M,-,-,53,12,.,,CJO,,,,,,,,,,,,,,,,,,
4440,,GH,Nsuatre,08/03/2011,Mar,1100,Old Roadside,7.41449,-2.4844,AA,N00582,N,.,Red-cheeked Wattle-eye,Pririt de Blissett,Dyaphorophyia blissetti,Juv,.,0,1,51,9.5,.,,MFH,,,,,,,,,,,,,,,,,,
4441,,GH,Nsuatre,08/03/2011,Mar,1100,Old Roadside,7.41449,-2.4844,AA,N00583,N,.,Red-cheeked Wattle-eye,Pririt de Blissett,Dyaphorophyia blissetti,Ad,F,0,1,53,9.5,.,,CJO,,,,,,,,,,,,,,,,,,
4747,,GH,Nsuatre,08/03/2011,Mar,1110,Old Roadside,7.41449,-2.4844,CC,S001677,N,.,Black-necked Weaver,Tisserin à cou noir,Ploceus nigricollis,Ad,M,1,2,75,24.6,.,,CJO,,,,,,,,,,,,,,,,,,
4443,,GH,Nsuatre,08/03/2011,Mar,1120,Old Roadside,7.41449,-2.4844,AA,N00585,N,.,Green Crombec,Crombec vert,Sylvietta virens,Ad,.,0,2,49,8,.,,CJO,,,,,,,,"feathers taken, NB: not in ring order",,,,,,,feathers taken,,,
4616,,GH,Nsuatre,08/03/2011,Mar,1120,Old Roadside,7.41449,-2.4844,A,P007014,N,.,Grey-backed Camaroptera,Camaroptère à tête grise,Camaroptera brachyura,FG,.,0,2,50,-,-,,MFH,,,,,,,,feathers taken,,,,,,,feathers taken,,,
4718,,GH,Nsuatre,08/03/2011,Mar,1120,Old Roadside,7.41449,-2.4844,B,R004552,N,.,Little Greenbul,Bulbul verdâtre,Andropadus virens,Ad,F,1,3,77,22,BP=4,"no moult, all new",EMP,,,,,,,,,,,,,,,,,,
4442,,GH,Nsuatre,08/03/2011,Mar,1130,Old Roadside,7.41449,-2.4844,AA,N00584,N,.,Collared Sunbird,Souimanga à collier,Hedydipna collaris,Ad,M,1,2,50,-,.,,CJO,,,,,,,,,,,,,,,,,,
4444,,GH,Nsuatre,08/03/2011,Mar,1130,Old Roadside,7.41449,-2.4844,AA,N00586,N,.,Green Crombec,Crombec vert,Sylvietta virens,Ad,.,1,2,48,7.5,BP,"no moult, all new feathers",EMP,,,,,,,,,,,,,,,,,,
4617,,GH,Nsuatre,08/03/2011,Mar,1130,Old Roadside,7.41449,-2.4844,A,P007015,N,.,Red-faced Cisticola,Cisticole à face rousse,Cisticola erythrops,FG,.,0,3,55,13.7,.,"no moult, all new feathers",MFH,,,,,,,,,,,,,,,,,,
4618,,GH,Nsuatre,08/03/2011,Mar,1130,Old Roadside,7.41449,-2.4844,A,P007016,N,Mig,Garden Warbler,Fauvette des jardins,Sylvia borin,4,.,0,2,-71,18.4,.,555/235555/5555555440,MFH,,,,,,,,tail all new,,,,,,12,feathers taken,,,
