record_number,count,country,site,date,Month,time,location,latitude,longitude,ring size,ring no.,status,mig,english,french,scientific,age,sex,fat,muscle,wing,weight,bp,moult,ringer,bill skull,tarsus,tail,bill feather,bill nostril,bill+head,other bio,notes,PJ moult,wing point,2nd =,emarginate,OGC,Blood sample no.,Feather sample,Tape used,,RINGERS' KEY
4093,1,GH,Kogyae,04/03/2010,Mar,1755,Kogyae Fields,7.304722222,-1.185,C,T000058,N,.,Tropical Boubou,Gonolek d'Abyssinie,Laniarius aethiopicus,FG,.,0,2,101,61.8,.,None,MH,,,,,,,,,,,,,,,,,,
4201,1,GH,Kogyae,04/03/2010,Mar,.,Kogyae Fields,7.304722222,-1.185,So,V000056,D,.,DESTROYED,DÉTRUIT,ring destroyed,.,.,.,.,.,.,.,,,,,,,,,,,,,,,,,,,,
1657,1,GH,Kogyae,05/03/2010,Mar,0630,Kogyae Fields,7.304722222,-1.185,AA,N00397,N,.,Blue-billed Firefinch,Amarante foncé,Lagonosticta rubricata,IMM,M,1,2,51,10.5,.,moult,RT,,,,,,,,,,,,,,,,,,
1658,1,GH,Kogyae,05/03/2010,Mar,0705,Kogyae Fields,7.304722222,-1.185,AA,N00398,N,Mig,Willow Warbler,Pouillot fitis,Phylloscopus trochilus,4,.,0,2,.,7.5,.,moult,RT,,,,,,,,,,,,,,,,,,
3966,1,GH,Kogyae,05/03/2010,Mar,0705,Kogyae Fields ,7.304722222,-1.185,CC,S001588,N,.,Common Bulbul,Bulbul des jardins,Pycnonotus barbatus,?IMM,.,0,2,90,32.1,.,Moult,EMP,,,,,,,,,,,,,,,,,,
3967,1,GH,Kogyae,05/03/2010,Mar,0710,Kogyae Fields ,7.304722222,-1.185,CC,S001589,N,.,Snowy-crowned Robin Chat,Cossyphe à calotte neigeuse,Cossypha niveicapilla,FG,.,0,2,99,30,.,All Old,RT,,,,,,,,,,,,,,,,,,
1659,1,GH,Kogyae,05/03/2010,Mar,0715,Kogyae Fields,7.304722222,-1.185,AA,N00399,N,.,Variable Sunbird,Souimanga à ventre jaune,Cinnyris venustus,IMM,M,0,3,50,5.7,.,moult,RT,,,,,,,,,,,,,,,,,,
1660,1,GH,Kogyae,05/03/2010,Mar,0730,Kogyae Fields,7.304722222,-1.185,AA,N00400,N,.,Copper Sunbird,Souimanga cuivré,Cinnyris cupreus,FG,.,0,2,55,6.6,.,,EMP,,,,,,,,,,,,,,,,,,
2438,1,GH,Kogyae,05/03/2010,Mar,0750,Kogyae Fields,7.304722222,-1.185,A,P000244,N,.,Singing Cisticola,Cisticole chanteuse,Cisticola cantans,FG,.,0,2,55,12.1,.,Moult,RT,,,,,,,,,,,,,,,,,,
1661,1,GH,Kogyae,05/03/2010,Mar,0755,Kogyae Fields,7.304722222,-1.185,AA,N00401,N,.,Variable Sunbird,Souimanga à ventre jaune,Cinnyris venustus,FG,M,0,2,51,5.5,.,moult,SD,,,,,,,,,,,,,,,,,,
2439,1,GH,Kogyae,05/03/2010,Mar,0815,Kogyae Fields,7.304722222,-1.185,A,P000245,N,.,Yellow-fronted Tinkerbird,Barbion à front jaune,Pogoniulus chrysoconus,FG,.,1,3,55,10.3,.,All New,EMP,,,,,,,,,,,,,,,,,,
4094,1,GH,Kogyae,05/03/2010,Mar,0840,Kogyae Fields,7.304722222,-1.185,C,T000059,N,.,African Thrush,Merle africain,Turdus pelios,6,.,0,2,117,63.6,.,All Old,SD,,,,,,,,,,,,,,,,,,
2440,1,GH,Kogyae,05/03/2010,Mar,0850,Kogyae Fields,7.304722222,-1.185,A,P000246,N,.,Yellow White-eye,Zostérops jaune,Zosterops senegalensis,FG,.,0,2,55,7.5,.,Moult,SD,,,,,,,,,,,,,,,,,,
4095,1,GH,Kogyae,05/03/2010,Mar,0855,Kogyae Fields,7.304722222,-1.185,C,T000060,N,.,African Thrush,Merle africain,Turdus pelios,6,.,0,1,121,63.8,.,None,EMP,,,,,,,,,,,,,,,,,,
1662,1,GH,Kogyae,05/03/2010,Mar,0910,Kogyae Fields,7.304722222,-1.185,AA,N00402,N,.,Short-winged Cisticola,Cisticole à ailes courtes,Cisticola brachypterus,FG,.,0,3,47,6.4,.,All New,RT,,,,,,,,,,,,,,,,,,
1663,1,GH,Kogyae,05/03/2010,Mar,0930,Kogyae Fields,7.304722222,-1.185,AA,N00403,N,.,Blue-billed Firefinch,Amarante foncé,Lagonosticta rubricata,IMM,?M,0,2,52,9.6,.,All New,SD,,,,,,,,,,,,,,,,,,
1664,1,GH,Kogyae,05/03/2010,Mar,0940,Kogyae Fields,7.304722222,-1.185,AA,N00404,N,.,Copper Sunbird,Souimanga cuivré,Cinnyris cupreus,IMM,F,1,3,53,7.2,.,All New,EMP,,,,,,,,,,,,,,,,,,
2441,1,GH,Kogyae,05/03/2010,Mar,0950,Kogyae Fields,7.304722222,-1.185,A,P000247,N,.,Yellow White-eye,Zostérops jaune,Zosterops senegalensis,JUV,.,0,3,52,8.2,.,All New,EMP,,,,,,,,,,,,,,,,,,
2442,1,GH,Kogyae,05/03/2010,Mar,1025,Kogyae Fields,7.304722222,-1.185,A,P000248,N,.,Senegal Batis,Pririt du Sénégal,Batis senegalensis,FG,F,0,3,57,9.3,.,None,EMP,,,,,,,,,,,,,,,,,,
1665,1,GH,Kogyae,05/03/2010,Mar,1030,Kogyae Fields,7.304722222,-1.185,AA,N00405,N,.,Blue-billed Firefinch,Amarante foncé,Lagonosticta rubricata,AD,F,1,2,51,10.6,.,moult,RT,,,,,,,,,,,,,,,,,,
1666,1,GH,Kogyae,05/03/2010,Mar,1030,Kogyae Fields,7.304722222,-1.185,AA,N00406,N,.,Blue-billed Firefinch,Amarante foncé,Lagonosticta rubricata,IMM,F,1,2,49,10,.,None,EMP,,,,,,,,,,,,,,,,,,
2443,1,GH,Kogyae,05/03/2010,Mar,1110,Kogyae Fields,7.304722222,-1.185,A,P000249,N,.,Singing Cisticola,Cisticole chanteuse,Cisticola cantans,IMM,.,1,2,53,12.1,.,All Old,RT,,,,,,,,,,,,,,,,,,
2444,1,GH,Kogyae,05/03/2010,Mar,1110,Kogyae Fields,7.304722222,-1.185,A,P000250,N,.,Yellow-fronted Tinkerbird,Barbion à front jaune,Pogoniulus chrysoconus,FG,.,1,3,55,10.5,.,All New,EMP,,,,,,,,,,,,,,,,,,
1667,1,GH,Kogyae,05/03/2010,Mar,1115,Kogyae Fields,7.304722222,-1.185,AA,N00407,N,.,Blue-billed Firefinch,Amarante foncé,Lagonosticta rubricata,IMM,.,1,3,48,9.3,.,All New,EMP,,,,,,,,,,,,,,,,,,
2445,1,GH,Kogyae,06/03/2010,Mar,0655,Kogyae Fields,7.304722222,-1.185,A,P000251,N,Mig,Pied Flycatcher,Gobemouche noir,Ficedula hypoleuca,?6,M,0,1,81,12.1,.,All Old,RT,,,,,,,,,,,,,,,,,,
3968,1,GH,Kogyae,06/03/2010,Mar,0700,Kogyae Fields ,7.304722222,-1.185,CC,S001590,N,.,Fork-tailed Drongo,Drongo brillant,Dricurus adsimilis,FG/?IMM,.,0,1,127,44.3,.,Moult,SD,,,,,,,,,,,,,,,,,,
4096,1,GH,Kogyae,06/03/2010,Mar,0705,Kogyae Fields,7.304722222,-1.185,C,T000061,N,.,African Thrush,Merle africain,Turdus pelios,6,.,0,2,119,64.8,.,All New,SD,,,,,,,,,,,,,,,,,,
2446,1,GH,Kogyae,06/03/2010,Mar,0710,Kogyae Fields,7.304722222,-1.185,A,P000252,N,.,Yellow-fronted Tinkerbird,Barbion à front jaune,Pogoniulus chrysoconus,FG,.,0,2,58,10.2,.,None,NA,,,,,,,,,,,,,,,,,,
3969,1,GH,Kogyae,06/03/2010,Mar,0710,Kogyae Fields ,7.304722222,-1.185,CC,S001591,N,.,Snowy-crowned Robin Chat,Cossyphe à calotte neigeuse,Cossypha niveicapilla,FG,?M,0,2,106,34.7,.,All Old,RT,,,,,,,,,,,,,,,,,,
3970,1,GH,Kogyae,06/03/2010,Mar,0710,Kogyae Fields ,7.304722222,-1.185,CC,S001592,N,.,Snowy-crowned Robin Chat,Cossyphe à calotte neigeuse,Cossypha niveicapilla,FG,?F,0,2,98,31.6,.,All Old,NA,,,,,,,,,,,,,,,,,,
4097,1,GH,Kogyae,06/03/2010,Mar,0720,Kogyae Fields,7.304722222,-1.185,C,T000062,N,.,African Thrush,Merle africain,Turdus pelios,6,.,0,2,118,66.6,.,All New,SD,,,,,,,,,,,,,,,,,,
4204,1,GH,Kogyae,06/03/2010,Mar,0720,Kogyae Fields,7.304722222,-1.185,So,V000059,N,.,African Pygmy Kingfisher,Martin-pêcheur pygmée,Ceyx pictus,AD,.,0,3,52,13.3,.,None,NA,,,,,,,,,,,,,,,,,,
3971,1,GH,Kogyae,06/03/2010,Mar,0725,Kogyae Fields ,7.304722222,-1.185,CC,S001593,N,.,Snowy-crowned Robin Chat,Cossyphe à calotte neigeuse,Cossypha niveicapilla,FG,?M,0,1,101,36.9,.,None,NA,,,,,,,,,,,,,,,,,,
3972,1,GH,Kogyae,06/03/2010,Mar,0750,Kogyae Fields ,7.304722222,-1.185,CC,S001594,N,.,Common Bulbul,Bulbul des jardins,Pycnonotus barbatus,AD,.,2,3,101,36.8,.,All Old,NA,,,,,,,,,,,,,,,,,,
3973,1,GH,Kogyae,06/03/2010,Mar,0750,Kogyae Fields ,7.304722222,-1.185,CC,S001595,N,.,Common Bulbul,Bulbul des jardins,Pycnonotus barbatus,AD,.,0,2,99,39.5,.,Moult,SD,,,,,,,,,,,,,,,,,,
2447,1,GH,Kogyae,06/03/2010,Mar,0800,Kogyae Fields,7.304722222,-1.185,A,P000253,N,Mig,Melodious Warbler,Hippolais polyglotte,Hippolais polyglotta,"4, ?5",.,0,2,66,10.3,.,Moult,RT,,,,,,,,,,,,,,,,,,
1668,1,GH,Kogyae,06/03/2010,Mar,0805,Kogyae Fields,7.304722222,-1.185,AA,N00408,N,Mig,Willow Warbler,Pouillot fitis,Phylloscopus trochilus,4,.,0,1,62,7.4,.,moult,NA,,,,,,,,,,,,,,,,,,
2448,1,GH,Kogyae,06/03/2010,Mar,0810,Kogyae Fields,7.304722222,-1.185,A,P000254,N,.,Red-bellied Paradise Flycatcher,Tchitrec à ventre roux,Terpsiphone rufiventer,FG,.,0,2,78,13.8,.,All New,SD,,,,,,,,,,,,,,,,,,
2449,1,GH,Kogyae,06/03/2010,Mar,0830,Kogyae Fields,7.304722222,-1.185,A,P000255,N,.,Tawny-flanked Prinia,Prinia modest,Prinia subflava,FG,.,1,2,50,7.8,.,All New,NA,,,,,,,,,,,,,,,,,,
2450,1,GH,Kogyae,06/03/2010,Mar,0840,Kogyae Fields,7.304722222,-1.185,A,P000256,N,Mig,Garden Warbler,Fauvette des jardins,Sylvia borin,"4, ?5",.,0,1,75,18.4,.,Moult,NA,,,,,,,,,,,,,,,,,,
3974,1,GH,Kogyae,06/03/2010,Mar,0850,Kogyae Fields ,7.304722222,-1.185,CC,S001596,N,.,Common Bulbul,Bulbul des jardins,Pycnonotus barbatus,AD,.,0,1,.,35.5,.,Moult,SD,,,,,,,,,,,,,,,,,,
2451,1,GH,Kogyae,06/03/2010,Mar,0930,Kogyae Fields,7.304722222,-1.185,A,P000257,N,Mig,Pied Flycatcher,Gobemouche noir,Ficedula hypoleuca,?6,M,0,1,83,12.8,.,Moult,SD,,,,,,,,,,,,,,,,,,
2452,1,GH,Kogyae,06/03/2010,Mar,0930,Kogyae Fields,7.304722222,-1.185,A,P000258,N,Mig,Melodious Warbler,Hippolais polyglotte,Hippolais polyglotta,"4, ?5",.,0,1,61,9.7,.,Moult,NA,,,,,,,,,,,,,,,,,,
1669,1,GH,Kogyae,06/03/2010,Mar,0945,Kogyae Fields,7.304722222,-1.185,AA,N00409,N,Mig,Willow Warbler,Pouillot fitis,Phylloscopus trochilus,4,.,0,1,"(65), moult",8.5,.,moult,NA,,,,,,,,,,,,,,,,,,
2453,1,GH,Kogyae,06/03/2010,Mar,0950,Kogyae Fields,7.304722222,-1.185,A,P000259,N,Mig,Melodious Warbler,Hippolais polyglotte,Hippolais polyglotta,4,.,1,1,67,11,.,Moult,NA,,,,,,,,,,,,,,,,,,
2454,1,GH,Kogyae,06/03/2010,Mar,1020,Kogyae Fields,7.304722222,-1.185,A,P000260,N,.,Yellow-fronted Canary,Serin du Mozambique,Serinus mozambicus,FG,?M,1,1,63,10.8,.,Moult,NA,,,,,,,,,,,,,,,,,,
1670,1,GH,Kogyae,06/03/2010,Mar,1655,Kogyae Fields,7.304722222,-1.185,AA,N00410,N,.,Senegal Eremomela,Érémomèle à dos vert,Eremomela pusilla,?IMM ,.,2,3,48,7.2,.,All New,NA,,,,,,,,,,,,,,,,,,
2455,1,GH,Kogyae,06/03/2010,Mar,1700,Kogyae Fields,7.304722222,-1.185,A,P000261,N,.,African Blue Flycatcher,Tchitrec bleu,Elminia longicauda,?IMM,.,0,1,67,8.4,.,All Old,EMP,,,,,,,,,,,,,,,,,,
2456,1,GH,Kogyae,06/03/2010,Mar,1705,Kogyae Fields,7.304722222,-1.185,A,P000262,N,.,Grey-headed Oliveback,Dos-vert à jouies blanches,Nesocharis capistrata,AD,.,1,1,57,10.9,.,All New,NA,,,,,,,,,,,,,,,,,,
4098,1,GH,Kogyae,06/03/2010,Mar,1715,Kogyae Fields,7.304722222,-1.185,C,T000063,N,.,Blue-spotted Wood Dove,Tourtelette améthystine,Turtur afer,IMM,.,0,2,113,69,.,Moult,SD,,,,,,,,,,,,,,,,,,
3788,1,GH,Kogyae,06/03/2010,Mar,1750,Kogyae Fields,7.304722222,-1.185,B,R000124,N,.,Black-necked Weaver,Tisserin à cou noir,Ploceus nigricollis,FG,M,0,3,78,.,.,All New,MH,,,,,,,,,,,,,,,,,,
3789,1,GH,Kogyae,06/03/2010,Mar,1750,Kogyae Fields,7.304722222,-1.185,B,R000125,N,.,Black-necked Weaver,Tisserin à cou noir,Ploceus nigricollis,FG,F,0,3,76,27.1,.,All New,SD,,,,,,,,,,,,,,,,,,
4099,1,GH,Kogyae,06/03/2010,Mar,1755,Kogyae Fields,7.304722222,-1.185,C,T000064,N,.,African Thrush,Merle africain,Turdus pelios,AD,.,1,1,122,73.6,.,All New,EMP,,,,,,,,,,,,,,,,,,
2457,1,GH,Kogyae,06/03/2010,Mar,1800,Kogyae Fields,7.304722222,-1.185,A,P000263,N,Mig,Melodious Warbler,Hippolais polyglotte,Hippolais polyglotta,4,.,2,1,64,10.5,.,All Old,NA,,,,,,,,,,,,,,,,,,
2458,1,GH,Kogyae,06/03/2010,Mar,1800,Kogyae Fields,7.304722222,-1.185,A,P000264,N,.,Green-headed Sunbird,Sioumanga à tête verte,Cyanomitra verticalis,IMM,M,1,2,67,12.7,.,All New,EMP,,,,,,,,,,,,,,,,,,
4100,1,GH,Kogyae,06/03/2010,Mar,1800,Kogyae Fields,7.304722222,-1.185,C,T000065,N,.,Blue-spotted Wood Dove,Tourtelette améthystine,Turtur afer,IMM,.,0,2,106,.,.,Moult,EMP,,,,,,,,,,,,,,,,,,
2459,1,GH,Kogyae,06/03/2010,Mar,1810,Kogyae Fields,7.304722222,-1.185,A,P000265,N,.,Green-headed Sunbird,Sioumanga à tête verte,Cyanomitra verticalis,FG,M,0,3,68,13.2,.,All New,EMP,,,,,,,,,,,,,,,,,,
2460,1,GH,Kogyae,06/03/2010,Mar,1810,Kogyae Fields,7.304722222,-1.185,A,P000266,N,.,Green-headed Sunbird,Sioumanga à tête verte,Cyanomitra verticalis,FG,F,0,3,62,10.4,.,All New,NA,,,,,,,,,,,,,,,,,,
1671,1,GH,Kogyae,06/03/2010,Mar,1820,Kogyae Fields,7.304722222,-1.185,AA,N00411,N,.,Copper Sunbird,Souimanga cuivré,Cinnyris cupreus,IMM,M,1,2,60,7.2,.,None,SD,,,,,,,,,,,,,,,,,,
2461,1,GH,Kogyae,06/03/2010,Mar,1820,Kogyae Fields,7.304722222,-1.185,A,P000267,N,.,Yellow White-eye,Zostérops jaune,Zosterops senegalensis,FG,.,1,2,52,7.5,.,None,EMP,,,,,,,,,,,,,,,,,,
2462,1,GH,Kogyae,07/03/2010,Mar,0650,Kogyae Fields,7.304722222,-1.185,A,P000268,N,.,Splendid Sunbird,Souimanga éclatant,Cinnyris coccinigastrus,FG,?F,0,2,60,10.4,.,All New,EMP,,,,,,,,,,,,,,,,,,
3975,1,GH,Kogyae,07/03/2010,Mar,0700,Kogyae Fields ,7.304722222,-1.185,CC,S001597,N,.,Snowy-crowned Robin Chat,Cossyphe à calotte neigeuse,Cossypha niveicapilla,AD,.,0,3,105,34.2,.,None,EMP,,,,,,,,,,,,,,,,,,
2463,1,GH,Kogyae,07/03/2010,Mar,0725,Kogyae Fields,7.304722222,-1.185,A,P000269,N,.,African Blue Flycatcher,Tchitrec bleu,Elminia longicauda,FG,.,0,2,66,8.8,.,All New,RT,,,,,,,,,,,,,,,,,,
3976,1,GH,Kogyae,07/03/2010,Mar,0725,Kogyae Fields ,7.304722222,-1.185,CC,S001598,N,.,Northern Puffback,Cubla de Gambie,Dryoscopus gambensis,FG,M,0,2,92,32,.,All Old,SD,,,,,,,,,,,,,,,,,,
4205,1,GH,Kogyae,07/03/2010,Mar,0725,Kogyae Fields,7.304722222,-1.185,So,V000060,N,.,African Pygmy Kingfisher,Martin-pêcheur pygmée,Ceyx pictus,FG,.,1,3,54,11.3,.,,EMP,,,,,,,,,,,,,,,,,,
3977,1,GH,Kogyae,07/03/2010,Mar,0730,Kogyae Fields ,7.304722222,-1.185,CC,S001599,N,.,Common Bulbul,Bulbul des jardins,Pycnonotus barbatus,FG,.,0,2,98a,36,.,Moult,RT,,,,,,,,,,,,,,,,,,
4101,1,GH,Kogyae,07/03/2010,Mar,0730,Kogyae Fields,7.304722222,-1.185,C,T000066,N,.,Tropical Boubou,Gonolek d'Abyssinie,Laniarius aethiopicus,FG,.,.,.,110,65,.,All Old,SD,,,,,,,,,,,,,,,,,,
2464,1,GH,Kogyae,07/03/2010,Mar,0735,Kogyae Fields,7.304722222,-1.185,A,P000270,N,Mig,Melodious Warbler,Hippolais polyglotte,Hippolais polyglotta,4,.,1,2,66,10.3,.,All Old,RT,,,,,,,,,,,,,,,,,,
1672,1,GH,Kogyae,07/03/2010,Mar,0750,Kogyae Fields,7.304722222,-1.185,AA,N00412,N,.,Beautiful Sunbird,Souimanga a longue queue,Cinnyris pulchellus (Nectarinia pulchella),IMM,.,1,2,48,5.5,.,,SD,,,,,,,,,,,,,,,,,,
4102,1,GH,Kogyae,07/03/2010,Mar,0815,Kogyae Fields,7.304722222,-1.185,C,T000067,N,.,Blue-spotted Wood Dove,Tourtelette améthystine,Turtur afer,JUV,.,0,2,113,65.4,.,Moult,RT,,,,,,,,,,,,,,,,,,
1673,1,GH,Kogyae,07/03/2010,Mar,0820,Kogyae Fields,7.304722222,-1.185,AA,N00413,N,.,Copper Sunbird,Souimanga cuivré,Cinnyris cupreus,IMM,.,0,1,57,6.8,.,Moult,EMP,,,,,,,,,,,,,,,,,,
543,1,GH,Kogyae,02/11/2009,Nov,0700,Kogyae Forest Dam,7.308333333,-1.1675,B2,B04719,N,.,Common Bulbul,Bulbul des jardins,Pycnonotus barbatus,4,.,.,.,102,40,5,Wing,EK,,,,,,,,,,,,,,,,,,
544,1,GH,Kogyae,02/11/2009,Nov,0800,Kogyae Forest Dam,7.308333333,-1.1675,B2,B04720,N,.,Snowy-crowned Robin Chat,Cossyphe à calotte neigeuse,Cossypha niveicapilla,4,.,.,.,100,33.6,.,Wing,EK,,,,,,,,,,,,,,,,,,
545,1,GH,Kogyae,02/11/2009,Nov,0800,Kogyae Forest Dam,7.308333333,-1.1675,B2,B04721,N,.,Snowy-crowned Robin Chat,Cossyphe à calotte neigeuse,Cossypha niveicapilla,3,.,.,.,99,38.5,.,None,EK,,,,,,,,,,,,,,,,,,
546,1,GH,Kogyae,02/11/2009,Nov,0800,Kogyae Forest Dam,7.308333333,-1.1675,B2,B04722,N,.,Snowy-crowned Robin Chat,Cossyphe à calotte neigeuse,Cossypha niveicapilla,3,.,.,.,98,35.4,.,None,EK,,,,,,,,,,,,,,,,,,
856,1,GH,Kogyae,02/11/2009,Nov,0800,Kogyae Forest Dam,7.308333333,-1.1675,C2,C03161,N,.,African Thrush,Merle africain,Turdus pelios,4, , , ,120,59.7, ,,EK,,,,,,,,,,,,,,,,,,
547,1,GH,Kogyae,02/11/2009,Nov,1000,Kogyae Forest Dam,7.308333333,-1.1675,B2,B04723,N,.,Common Bulbul,Bulbul des jardins,Pycnonotus barbatus,4,.,.,.,95,39.3,.,Wing,EK,,,,,,,,,,,,,,,,,,
34,1,GH,Kogyae,03/11/2009,Nov,0600,Kogyae Forest Dam,7.308333333,-1.1675,A2,A03849,N,.,Grey-backed Camaroptera,Camaroptère à tête grise,Camaroptera brachyura,4,.,.,.,59,11.3,.,None,NA,,,,,,,,,,,,,,,,,,
35,1,GH,Kogyae,03/11/2009,Nov,0600,Kogyae Forest Dam,7.308333333,-1.1675,A2,A03850,N,.,Grey-backed Camaroptera,Camaroptère à tête grise,Camaroptera brachyura,4,.,.,.,50,11.7,.,None,NA,,,,,,,,,,,,,,,,,,
36,1,GH,Kogyae,03/11/2009,Nov,0800,Kogyae Forest Dam,7.308333333,-1.1675,A2,A03851,N,.,Red-faced Cisticola,Cisticole à face rousse,Cisticola erythrops,4,F,.,.,54,12.4,.,None,NA,,,,,,,,,,,,,,,,,,
37,1,GH,Kogyae,03/11/2009,Nov,0800,Kogyae Forest Dam,7.308333333,-1.1675,A2,A03852,N,.,Red-winged Warbler,Fauvette à ailes rousses,Heliolais erythropterus,3,.,.,.,52,12.2,.,None,NA,,,,,,,,,,,,,,,,,,
38,1,GH,Kogyae,03/11/2009,Nov,0800,Kogyae Forest Dam,7.308333333,-1.1675,A2,A03853,N,.,Red-winged Warbler,Fauvette à ailes rousses,Heliolais erythropterus,3,.,.,.,.,10.9,.,None,NA,,,,,,,,,,,,,,,,,,
39,1,GH,Kogyae,03/11/2009,Nov,0900,Kogyae Forest Dam,7.308333333,-1.1675,A2,A03854,N,.,Grey-backed Camaroptera,Camaroptère à tête grise,Camaroptera brachyura,2,.,.,.,50,11.4,.,None,NA,,,,,,,,,,,,,,,,,,
3894,1,GH,Kogyae,03/12/2009,Dec,0650,Kogyae Forest Dam,7.308333333,-1.1675,CC,S001516,N,.,African Thrush,Merle africain,Turdus pelios,3,.,.,.,108,63.2,.,None,IAD,,,,,,,,,,,,,,,,,,
1355,1,GH,Kogyae,03/12/2009,Dec,0900,Kogyae Forest Dam,7.308333333,-1.1675,AA,N00095,N,.,Red-winged Warbler,Fauvette à ailes rousses,Heliolais erythropterus,4,.,.,.,.,10.3,.,Wing,IAD,,,,,,,,,,,,,,,,,,
1356,1,GH,Kogyae,03/12/2009,Dec,0900,Kogyae Forest Dam,7.308333333,-1.1675,AA,N00096,N,.,Grey-backed Camaroptera,Camaroptère à tête grise,Camaroptera brachyura,4,.,.,.,.,11.8,.,Wing,IAD,,,,,,,,,,,,,,,,,,
1357,1,GH,Kogyae,03/12/2009,Dec,0900,Kogyae Forest Dam,7.308333333,-1.1675,AA,N00097,N,.,Red-winged Warbler,Fauvette à ailes rousses,Heliolais erythropterus,3,.,.,.,49,13.3,.,Wing,IAD,,,,,,,,,,,,,,,,,,
1358,1,GH,Kogyae,03/12/2009,Dec,0900,Kogyae Forest Dam,7.308333333,-1.1675,AA,N00098,N,.,Red-winged Warbler,Fauvette à ailes rousses,Heliolais erythropterus,4,.,.,.,.,11.4,.,Wing,IAD,,,,,,,,,,,,,,,,,,
1359,1,GH,Kogyae,03/12/2009,Dec,0900,Kogyae Forest Dam,7.308333333,-1.1675,AA,N00099,N,.,Red-winged Warbler,Fauvette à ailes rousses,Heliolais erythropterus,4,.,.,.,.,14,.,Wing,IAD,,,,,,,,,,,,,,,,,,
2268,1,GH,Kogyae,03/12/2009,Dec,0910,Kogyae Forest Dam,7.308333333,-1.1675,A,P000074,N,Mig,Melodious Warbler,Hippolais polyglotte,Hippolais polyglotta,4,.,.,.,64,9.4,.,Wing,IAD,,,,,,,,,,,,,,,,,,
1360,1,GH,Kogyae,04/12/2009,Dec,0740,Kogyae Forest Dam,7.308333333,-1.1675,AA,N00100,N,.,Red-bellied Paradise Flycatcher,Tchitrec à ventre roux,Terpsiphone rufiventer,2,F,.,.,72,13.6,.,None,IAD,,,,,,,,,,,,,,,,,,
4163,1,GH,Kogyae,04/12/2009,Dec,1040,Kogyae Forest Dam,7.308333333,-1.1675,So,V000018,N,.,African Pygmy Kingfisher,Martin-pêcheur pygmée,Ceyx pictus,2,.,.,.,.,12,.,Wing,IAD,,,,,,,,,,,,,,,,,,
1511,1,GH,Kogyae,02/02/2010,Feb,0745,Kogyae Forest Dam,7.308333333,-1.1675,AA,N00251,N,.,Singing Cisticola,Cisticole chanteuse,Cisticola cantans,FG,.,0,2,56,11.2,.,,EMP,,,,,,,,,,,,,,,,,,
1512,1,GH,Kogyae,02/02/2010,Feb,0745,Kogyae Forest Dam,7.308333333,-1.1675,AA,N00252,N,.,Collared Sunbird,Souimanga à collier,Hedydipna collaris,AD,.,0,.,49,7,Yes,,EMP,,,,,,,,,,,,,,,,,,
2336,1,GH,Kogyae,02/02/2010,Feb,0745,Kogyae Forest Dam,7.308333333,-1.1675,A,P000142,N,.,Red-winged Warbler,Fauvette à ailes rousses,Heliolais erythropterus,FG,.,0,3,54,12,.,,EMP,,,,,,,,,,,,,,,,,,
2337,1,GH,Kogyae,02/02/2010,Feb,0745,Kogyae Forest Dam,7.308333333,-1.1675,A,P000143,N,.,Whistling Cisticola,Cisticole siffleuse,Cisticola lateralis,FG,.,0,2,54,12.2,.,,EMP,,,,,,,,,,,,,,,,,,
3766,1,GH,Kogyae,02/02/2010,Feb,0745,Kogyae Forest Dam,7.308333333,-1.1675,B,R000102,N,.,Whistling Cisticola,Cisticole siffleuse,Cisticola lateralis,FG,.,0,1,.,18.5,.,,EMP,,,,,,,,,,,,,,,,,,
3767,1,GH,Kogyae,02/02/2010,Feb,0950,Kogyae Forest Dam,7.308333333,-1.1675,B,R000103,N,.,Whistling Cisticola,Cisticole siffleuse,Cisticola lateralis,FG,.,0,2,67,19.5,.,,EMP,,,,,,,,,,,,,,,,,,
4059,1,GH,Kogyae,02/02/2010,Feb,1030,Kogyae Forest Dam,7.308333333,-1.1675,C,T000024,N,.,Black-crowned Tchagra,Tchagra à tête noire,Tchagra senegalus,FG,.,1,1,85,43.4,.,,EMP,,,,,,,,,,,,,,,,,,
2338,1,GH,Kogyae,03/02/2010,Feb,0845,Kogyae Forest Dam,7.308333333,-1.1675,A,P000144,N,.,African Paradise Flycatcher,Tchitrec d'Afrique,Terpsiphone viridis,FG,.,0,2,82,14.4,.,,NA,,,,,,,,,,,,,,,,,,
4060,1,GH,Kogyae,03/02/2010,Feb,0950,Kogyae Forest Dam,7.308333333,-1.1675,C,T000025,N,.,Blue-spotted Wood Dove,Tourtelette améthystine,Turtur afer,AD,.,0,.,112,65.8,Yes,,NA,,,,,,,,,,,,,,,,,,
4180,1,GH,Kogyae,03/02/2010,Feb,0950,Kogyae Forest Dam,7.308333333,-1.1675,So,V000035,N,.,African Pygmy Kingfisher,Martin-pêcheur pygmée,Ceyx pictus,FG,.,0,3,49,11.6,.,,NA,,,,,,,,,,,,,,,,,,
4082,1,GH,Kogyae,02/03/2010,Mar,0700,Kogyae Forest Dam,7.308333333,-1.1675,C,T000047,N,.,Leaflove,Bulbul à queue rousse,Pyrrhurus scandens,FG,.,0,3,103,42.7,.,Moult,RT,,,,,,,,,,,,,,,,,,
